"userid","artistid","weight","tagid"
66,1836,370,889
66,1836,370,933
66,1836,370,923
66,1836,370,919
66,1836,370,917
66,1836,370,901
66,1836,370,895
627,1836,234,NULL
1191,1836,67,NULL
1514,1836,290,NULL
1728,1836,81,NULL
1942,1836,5873,NULL
2080,1836,787,NULL
64,1837,181,NULL
344,1837,1,NULL
368,1837,3022,NULL
406,1837,366,3273
406,1837,366,134
406,1837,366,32
887,1837,143,NULL
1618,1837,252,NULL
1622,1837,644,10110
1622,1837,644,10119
1622,1837,644,85
1711,1837,1310,10607
64,1838,181,NULL
64,1839,174,NULL
382,1839,617,NULL
439,1839,1140,370
439,1839,1140,702
439,1839,1140,1911
439,1839,1140,3545
439,1839,1140,3541
439,1839,1140,3542
439,1839,1140,287
439,1839,1140,3543
439,1839,1140,92
439,1839,1140,3537
439,1839,1140,228
439,1839,1140,103
439,1839,1140,2785
439,1839,1140,2349
439,1839,1140,3559
439,1839,1140,3547
439,1839,1140,102
439,1839,1140,3538
439,1839,1140,3552
439,1839,1140,3549
439,1839,1140,3536
439,1839,1140,3540
771,1839,67,NULL
1969,1839,370,NULL
64,1840,168,NULL
64,1841,167,NULL
771,1841,70,NULL
1116,1841,25,NULL
64,1842,157,NULL
396,1842,192,18
396,1842,192,105
396,1842,192,216
396,1842,192,90
396,1842,192,13
396,1842,192,21
64,1843,156,NULL
166,1843,72,NULL
801,1843,44,NULL
1869,1843,221,364
1869,1843,221,25
1869,1843,221,85
1869,1843,221,625
64,1844,154,867
64,1844,154,866
142,1844,129,NULL
540,1844,1965,NULL
801,1844,119,NULL
1223,1844,661,20
1223,1844,661,850
1223,1844,661,24
1345,1844,36,NULL
1903,1844,215,2850
1907,1844,241,85
1907,1844,241,203
1915,1844,10,NULL
1965,1844,182,NULL
2014,1844,219,4356
64,1845,154,NULL
1315,1845,1,NULL
1641,1845,171,NULL
64,1846,149,NULL
468,1846,270,NULL
656,1846,42,4711
1620,1846,237,NULL
64,1847,145,NULL
1761,1847,54,NULL
64,1848,144,NULL
568,1848,211,NULL
1641,1848,177,NULL
1761,1848,110,NULL
1946,1848,381,NULL
64,1849,144,NULL
576,1849,137,NULL
1330,1849,1191,NULL
64,1850,140,NULL
1104,1850,166,208
1104,1850,166,231
1104,1850,166,7239
1104,1850,166,625
1104,1850,166,25
1104,1850,166,130
1104,1850,166,167
64,1851,138,NULL
460,1851,179,NULL
65,1852,1731,183
247,1852,223,NULL
347,1852,257,NULL
355,1852,244,79
391,1852,241,NULL
545,1852,880,79
545,1852,880,1252
545,1852,880,183
545,1852,880,78
545,1852,880,73
545,1852,880,72
662,1852,449,NULL
991,1852,227,NULL
1151,1852,391,NULL
1157,1852,357,NULL
1158,1852,254,NULL
1177,1852,272,1505
1177,1852,272,183
1177,1852,272,7643
1177,1852,272,7642
1177,1852,272,7641
1177,1852,272,3810
1177,1852,272,712
1177,1852,272,1252
1214,1852,274,73
1214,1852,274,72
1349,1852,40,72
1353,1852,222,NULL
1374,1852,226,NULL
1419,1852,219,NULL
1465,1852,515,NULL
1527,1852,92,NULL
1613,1852,3556,183
1613,1852,3556,73
1613,1852,3556,72
1703,1852,105,NULL
1823,1852,253,NULL
2019,1852,1047,793
2019,1852,1047,364
2019,1852,1047,12265
2019,1852,1047,73
2065,1852,355,NULL
65,1853,735,NULL
89,1853,673,NULL
101,1853,4359,180
101,1853,4359,178
198,1853,1405,NULL
249,1853,463,376
261,1853,303,376
261,1853,303,186
261,1853,303,180
273,1853,358,178
273,1853,358,750
273,1853,358,180
273,1853,358,186
273,1853,358,73
273,1853,358,376
273,1853,358,176
349,1853,509,NULL
356,1853,2680,NULL
435,1853,2556,NULL
525,1853,533,NULL
532,1853,133,NULL
583,1853,591,NULL
716,1853,1439,NULL
747,1853,384,178
747,1853,384,194
758,1853,237,NULL
787,1853,74,NULL
844,1853,1707,NULL
949,1853,510,NULL
1020,1853,224,NULL
1040,1853,356,180
1107,1853,555,NULL
1111,1853,4767,NULL
1158,1853,156,NULL
1160,1853,1661,NULL
1183,1853,1629,1252
1183,1853,1629,178
1312,1853,276,NULL
1353,1853,1517,NULL
1483,1853,128,NULL
1743,1853,2506,180
1743,1853,2506,178
1759,1853,496,NULL
1935,1853,580,NULL
65,1854,471,NULL
189,1854,298,NULL
203,1854,40,NULL
219,1854,1994,NULL
247,1854,388,2345
347,1854,1186,NULL
355,1854,370,78
370,1854,905,79
370,1854,905,73
370,1854,905,1
372,1854,587,72
372,1854,587,73
372,1854,587,1
372,1854,587,78
391,1854,218,NULL
431,1854,1441,NULL
509,1854,11,NULL
512,1854,1931,NULL
525,1854,1609,NULL
545,1854,365,72
545,1854,365,1
545,1854,365,2
545,1854,365,176
545,1854,365,177
551,1854,208,NULL
587,1854,1208,NULL
614,1854,2123,73
614,1854,2123,79
614,1854,2123,1358
614,1854,2123,78
649,1854,733,78
691,1854,391,NULL
731,1854,151,NULL
751,1854,150,NULL
760,1854,987,NULL
763,1854,290,NULL
839,1854,678,NULL
847,1854,200,5818
847,1854,200,5819
888,1854,2726,1358
903,1854,633,NULL
975,1854,1297,NULL
986,1854,155,NULL
1010,1854,4,NULL
1041,1854,51,NULL
1055,1854,140,NULL
1107,1854,1094,NULL
1147,1854,64,NULL
1157,1854,730,NULL
1214,1854,390,72
1214,1854,390,1
1216,1854,197,NULL
1245,1854,1586,2752
1245,1854,1586,73
1245,1854,1586,285
1245,1854,1586,8061
1259,1854,707,8160
1259,1854,707,1358
1281,1854,20,NULL
1293,1854,143,NULL
1346,1854,109,306
1346,1854,109,78
1346,1854,109,73
1353,1854,217,NULL
1368,1854,178,NULL
1374,1854,1413,NULL
1398,1854,628,NULL
1414,1854,522,2
1419,1854,324,NULL
1471,1854,526,NULL
1472,1854,155,NULL
1489,1854,988,78
1489,1854,988,73
1505,1854,390,NULL
1519,1854,88,NULL
1629,1854,631,72
1629,1854,631,78
1647,1854,147,NULL
1649,1854,1937,NULL
1665,1854,1,NULL
1670,1854,184,NULL
1703,1854,4479,78
1703,1854,4479,73
1703,1854,4479,185
1797,1854,696,NULL
1809,1854,1156,NULL
1875,1854,340,11485
1921,1854,967,NULL
1935,1854,791,NULL
1966,1854,184,NULL
1986,1854,168,NULL
2022,1854,6440,NULL
2064,1854,177,NULL
65,1855,463,183
1055,1855,59,NULL
1151,1855,521,NULL
1157,1855,275,NULL
1177,1855,795,183
1177,1855,795,712
1177,1855,795,1252
1177,1855,795,7642
1177,1855,795,7644
1177,1855,795,7640
1177,1855,795,7641
1177,1855,795,7643
1177,1855,795,1505
1177,1855,795,3810
1177,1855,795,4549
1664,1855,158,73
1664,1855,158,183
65,1856,450,NULL
65,1857,377,NULL
76,1857,746,NULL
149,1857,618,NULL
219,1857,3507,NULL
274,1857,152,NULL
663,1857,213,4780
807,1857,481,NULL
886,1857,53,NULL
998,1857,189,NULL
1055,1857,48,NULL
1082,1857,426,130
1082,1857,426,7090
1082,1857,426,140
1083,1857,244,NULL
1092,1857,1190,NULL
1379,1857,3369,NULL
1902,1857,1590,11612
1902,1857,1590,541
1902,1857,1590,1316
1934,1857,57,8414
1934,1857,57,49
1934,1857,57,130
1934,1857,57,139
1934,1857,57,140
1934,1857,57,159
1934,1857,57,229
1934,1857,57,315
1934,1857,57,364
1934,1857,57,541
1934,1857,57,724
1934,1857,57,1219
1934,1857,57,2608
1934,1857,57,9323
1934,1857,57,11612
2070,1857,502,NULL
65,1858,254,NULL
97,1858,284,NULL
102,1858,453,1041
102,1858,453,210
123,1858,1022,NULL
198,1858,912,NULL
363,1858,3886,NULL
427,1858,649,NULL
622,1858,219,NULL
716,1858,1514,NULL
896,1858,1118,NULL
927,1858,718,79
927,1858,718,73
981,1858,203,NULL
1112,1858,578,NULL
1156,1858,3156,33
1156,1858,3156,7530
1156,1858,3156,79
1216,1858,1080,NULL
1375,1858,492,NULL
1377,1858,2974,NULL
1782,1858,103,NULL
1857,1858,508,NULL
65,1859,210,183
118,1859,335,NULL
124,1859,557,79
124,1859,557,73
460,1859,129,NULL
763,1859,171,NULL
839,1859,607,NULL
976,1859,36,NULL
1024,1859,1005,NULL
1055,1859,59,NULL
1151,1859,192,NULL
1157,1859,1408,NULL
1177,1859,577,1505
1177,1859,577,183
1177,1859,577,712
1177,1859,577,1252
1177,1859,577,3810
1177,1859,577,4549
1177,1859,577,7640
1177,1859,577,7641
1177,1859,577,7642
1177,1859,577,7643
1177,1859,577,7647
1467,1859,1667,NULL
1703,1859,117,NULL
2019,1859,1007,73
65,1860,201,NULL
134,1860,25,NULL
411,1860,32,NULL
909,1860,169,79
909,1860,169,102
986,1860,78,NULL
1024,1860,632,NULL
1437,1860,17,73
1580,1860,179,NULL
1954,1860,43,NULL
65,1861,158,NULL
80,1861,29,NULL
86,1861,599,NULL
986,1861,288,NULL
1018,1861,341,NULL
1118,1861,298,378
1296,1861,79,NULL
1352,1861,77,NULL
1442,1861,708,NULL
1623,1861,853,376
1623,1861,853,1
1623,1861,853,5
1623,1861,853,91
1623,1861,853,385
1924,1861,1586,NULL
65,1862,150,NULL
65,1863,137,NULL
261,1863,761,178
261,1863,761,198
261,1863,761,103
261,1863,761,194
261,1863,761,176
404,1863,72,NULL
435,1863,1448,NULL
545,1863,435,176
545,1863,435,178
578,1863,396,NULL
594,1863,332,NULL
763,1863,267,NULL
770,1863,150,NULL
906,1863,1090,NULL
920,1863,318,NULL
1011,1863,1075,NULL
1039,1863,233,NULL
1079,1863,4871,127
1293,1863,58,NULL
1353,1863,302,NULL
1480,1863,223,NULL
1613,1863,594,NULL
1677,1863,486,NULL
1925,1863,157,198
1925,1863,157,178
65,1864,133,NULL
219,1864,931,NULL
247,1864,136,NULL
65,1865,133,NULL
657,1865,632,NULL
1161,1865,455,NULL
65,1866,113,NULL
174,1866,98,NULL
254,1866,617,NULL
328,1866,190,NULL
334,1866,275,NULL
432,1866,416,NULL
478,1866,251,NULL
521,1866,2381,NULL
578,1866,102,NULL
662,1866,443,1880
672,1866,88,NULL
733,1866,88,NULL
741,1866,345,NULL
751,1866,179,NULL
807,1866,80,NULL
899,1866,321,NULL
920,1866,244,NULL
939,1866,497,78
939,1866,497,73
964,1866,88,NULL
975,1866,1318,NULL
1160,1866,518,NULL
1176,1866,687,NULL
1245,1866,1502,8061
1245,1866,1502,2752
1245,1866,1502,73
1270,1866,119,NULL
1323,1866,164,NULL
1398,1866,395,NULL
1414,1866,510,NULL
1430,1866,467,73
1430,1866,467,78
1430,1866,467,182
1444,1866,714,NULL
1458,1866,22,NULL
1535,1866,534,NULL
1584,1866,44,169
1592,1866,471,NULL
1639,1866,372,10236
1675,1866,117,NULL
1683,1866,924,10476
1771,1866,310,79
1784,1866,500,NULL
1802,1866,375,NULL
1804,1866,622,NULL
1925,1866,109,181
1925,1866,109,73
1957,1866,273,NULL
1966,1866,269,NULL
1995,1866,410,NULL
2041,1866,212,NULL
2072,1866,2119,NULL
65,1867,113,183
347,1867,315,NULL
1151,1867,1015,NULL
1177,1867,525,7643
1177,1867,525,7644
1177,1867,525,7642
1177,1867,525,7641
1177,1867,525,7640
1177,1867,525,3810
1177,1867,525,1505
1177,1867,525,1252
1177,1867,525,712
1177,1867,525,183
1613,1867,2342,NULL
65,1868,99,NULL
249,1868,338,180
249,1868,338,178
273,1868,350,NULL
525,1868,461,NULL
716,1868,1428,NULL
747,1868,1159,NULL
939,1868,1603,186
939,1868,1603,178
939,1868,1603,180
949,1868,856,NULL
1040,1868,226,NULL
1088,1868,981,NULL
1111,1868,12719,NULL
1135,1868,39,NULL
1207,1868,38,NULL
1353,1868,188,NULL
1599,1868,176,NULL
1743,1868,4222,180
1925,1868,171,178
1925,1868,171,180
2043,1868,470,NULL
65,1869,94,NULL
65,1870,92,NULL
118,1870,890,NULL
139,1870,193,NULL
316,1870,426,NULL
347,1870,3197,NULL
395,1870,81,NULL
616,1870,100,NULL
652,1870,31,NULL
800,1870,343,NULL
891,1870,168,NULL
913,1870,356,NULL
1214,1870,202,1
1353,1870,185,NULL
1613,1870,973,NULL
1759,1870,1210,216
1759,1870,1210,370
1759,1870,1210,92
1759,1870,1210,177
1759,1870,1210,210
1759,1870,1210,352
65,1871,79,NULL
65,1872,77,NULL
1083,1872,280,7097
1401,1872,1212,159
2022,1872,187,NULL
65,1873,76,NULL
70,1873,324,79
70,1873,324,73
189,1873,342,NULL
277,1873,2828,NULL
285,1873,144,NULL
303,1873,167,NULL
324,1873,236,NULL
343,1873,98,NULL
372,1873,57,72
372,1873,57,73
372,1873,57,78
386,1873,111,NULL
441,1873,240,NULL
489,1873,423,NULL
511,1873,27,NULL
512,1873,711,NULL
537,1873,34,NULL
541,1873,1019,79
541,1873,1019,78
541,1873,1019,72
541,1873,1019,170
603,1873,27,NULL
614,1873,616,78
614,1873,616,79
614,1873,616,170
614,1873,616,73
631,1873,1308,79
631,1873,1308,72
631,1873,1308,73
631,1873,1308,78
631,1873,1308,170
904,1873,94,73
904,1873,94,78
943,1873,26,NULL
1042,1873,468,NULL
1049,1873,20,NULL
1118,1873,660,NULL
1192,1873,462,NULL
1196,1873,1018,NULL
1243,1873,81,NULL
1277,1873,1182,73
1277,1873,1182,79
1281,1873,10,NULL
1321,1873,120,NULL
1352,1873,56,NULL
1401,1873,1090,NULL
1484,1873,1111,NULL
1574,1873,623,NULL
1587,1873,454,NULL
1592,1873,253,NULL
1615,1873,69,NULL
1635,1873,204,79
1635,1873,204,10213
1674,1873,47,NULL
1783,1873,322,NULL
1797,1873,171,NULL
1875,1873,366,NULL
1879,1873,220,78
1879,1873,220,72
1879,1873,220,1358
1879,1873,220,73
1897,1873,533,NULL
1968,1873,232,NULL
2011,1873,47,NULL
65,1874,75,NULL
247,1874,149,NULL
372,1874,98,73
372,1874,98,182
372,1874,98,78
432,1874,337,NULL
574,1874,252,NULL
614,1874,686,NULL
746,1874,912,NULL
768,1874,11,NULL
839,1874,1379,NULL
904,1874,51,181
986,1874,210,NULL
1009,1874,9,NULL
1157,1874,421,NULL
1196,1874,1161,NULL
1372,1874,269,NULL
1465,1874,907,NULL
1489,1874,343,9578
1613,1874,484,NULL
1670,1874,67,NULL
1677,1874,624,NULL
1794,1874,90,NULL
1804,1874,234,NULL
1809,1874,205,1348
1909,1874,371,NULL
1921,1874,2520,NULL
1935,1874,539,762
1935,1874,539,182
1935,1874,539,73
1935,1874,539,11787
1966,1874,161,NULL
65,1875,73,NULL
164,1875,8850,1773
164,1875,8850,1774
164,1875,8850,1780
164,1875,8850,1779
164,1875,8850,81
164,1875,8850,234
613,1875,1,NULL
1094,1875,8582,127
1614,1875,840,NULL
2081,1875,618,NULL
65,1876,70,NULL
657,1876,236,176
1118,1876,421,NULL
65,1877,67,NULL
66,1878,2190,934
66,1878,2190,885
66,1878,2190,887
66,1878,2190,889
66,1878,2190,891
66,1878,2190,892
66,1878,2190,896
66,1878,2190,897
66,1878,2190,901
66,1878,2190,902
66,1878,2190,908
66,1878,2190,918
66,1878,2190,919
91,1878,1136,NULL
122,1878,14,NULL
155,1878,1247,1698
155,1878,1247,1719
155,1878,1247,1720
176,1878,171,NULL
480,1878,218,16
480,1878,218,3678
480,1878,218,79
480,1878,218,275
480,1878,218,850
683,1878,392,NULL
694,1878,117,4938
699,1878,249,NULL
761,1878,269,16
761,1878,269,275
761,1878,269,79
876,1878,118,NULL
1044,1878,1076,NULL
1191,1878,151,25
1942,1878,2401,NULL
1992,1878,707,NULL
66,1879,1179,885
66,1879,1179,934
66,1879,1179,889
66,1879,1179,892
66,1879,1179,896
66,1879,1179,897
66,1879,1179,899
66,1879,1179,902
66,1879,1179,908
66,1879,1179,919
66,1879,1179,933
66,1879,1179,887
66,1879,1179,922
430,1879,8240,3496
430,1879,8240,447
430,1879,8240,2520
430,1879,8240,3495
430,1879,8240,3497
1258,1879,79,16
66,1880,1097,934
66,1880,1097,901
66,1880,1097,900
66,1880,1097,897
66,1880,1097,933
66,1880,1097,928
66,1880,1097,902
66,1880,1097,887
66,1880,1097,885
66,1880,1097,889
66,1880,1097,892
66,1880,1097,895
66,1880,1097,896
66,1881,938,889
66,1881,938,897
66,1881,938,899
66,1881,938,885
66,1881,938,892
66,1881,938,895
66,1881,938,901
66,1881,938,902
66,1881,938,908
66,1881,938,887
66,1881,938,923
102,1881,518,NULL
224,1881,145,2191
434,1881,15,NULL
462,1881,602,NULL
468,1881,287,NULL
515,1881,145,NULL
622,1881,371,NULL
699,1881,726,4955
754,1881,237,NULL
1173,1881,1514,NULL
1249,1881,252,24
1249,1881,252,78
1249,1881,252,195
1249,1881,252,735
1258,1881,53,NULL
1575,1881,377,NULL
2014,1881,237,4356
66,1882,792,885
66,1882,792,887
66,1882,792,891
66,1882,792,889
66,1882,792,916
66,1882,792,907
66,1882,792,901
66,1882,792,923
359,1882,1824,3051
359,1882,1824,3049
359,1882,1824,16
683,1882,452,NULL
1456,1882,373,NULL
66,1883,716,902
66,1883,716,908
66,1883,716,918
66,1883,716,887
66,1883,716,885
66,1883,716,897
66,1883,716,896
66,1883,716,889
117,1883,347,16
117,1883,347,824
357,1883,802,73
357,1883,802,24
357,1883,802,16
357,1883,802,25
357,1883,802,192
359,1883,1246,16
523,1883,1,NULL
1038,1883,159,79
1038,1883,159,39
1191,1883,131,25
1350,1883,380,8826
1421,1883,50,2726
1421,1883,50,370
1956,1883,172,NULL
66,1884,691,885
66,1884,691,889
66,1884,691,892
66,1884,691,901
66,1884,691,902
66,1884,691,933
694,1884,101,NULL
1327,1884,8,8586
1327,1884,8,8573
1327,1884,8,8583
1327,1884,8,8589
1327,1884,8,8593
1402,1884,10,NULL
1498,1884,362,4397
1498,1884,362,9646
1498,1884,362,360
1635,1884,327,10212
66,1885,593,907
66,1885,593,895
66,1885,593,891
66,1885,593,885
66,1885,593,933
66,1885,593,916
66,1885,593,923
275,1885,21,NULL
428,1885,2085,NULL
683,1885,1076,NULL
761,1885,648,1446
761,1885,648,74
761,1885,648,2712
761,1885,648,2887
761,1885,648,39
761,1885,648,25
761,1885,648,16
761,1885,648,5318
761,1885,648,200
777,1885,131,NULL
982,1885,103,NULL
1010,1885,6,NULL
1038,1885,181,79
1038,1885,181,39
1038,1885,181,16
1038,1885,181,26
66,1886,572,889
66,1886,572,885
66,1886,572,934
66,1886,572,916
66,1886,572,908
66,1886,572,907
66,1886,572,901
66,1886,572,899
66,1886,572,897
66,1886,572,896
66,1886,572,895
66,1886,572,892
66,1886,572,891
66,1886,572,887
103,1886,35,NULL
176,1886,325,NULL
187,1886,962,1955
187,1886,962,494
187,1886,962,1950
216,1886,52,NULL
224,1886,150,395
224,1886,150,2197
275,1886,31,NULL
359,1886,3119,3049
359,1886,3119,3051
359,1886,3119,16
438,1886,3,NULL
455,1886,3397,3673
455,1886,3397,18
455,1886,3397,61
455,1886,3397,74
480,1886,374,74
480,1886,374,16
480,1886,374,18
480,1886,374,575
480,1886,374,79
480,1886,374,61
520,1886,115,NULL
596,1886,291,NULL
683,1886,3627,25
683,1886,3627,35
683,1886,3627,285
683,1886,3627,2380
683,1886,3627,2700
683,1886,3627,4873
683,1886,3627,18
687,1886,1,NULL
714,1886,178,NULL
728,1886,673,1414
761,1886,544,NULL
791,1886,11,NULL
806,1886,2407,NULL
959,1886,306,NULL
1038,1886,190,NULL
1089,1886,283,NULL
1125,1886,103,NULL
1181,1886,331,NULL
1232,1886,121,NULL
1282,1886,147,NULL
1327,1886,9,NULL
1427,1886,806,NULL
1514,1886,225,NULL
1541,1886,31,NULL
1551,1886,900,NULL
1836,1886,5,NULL
1929,1886,980,25
2014,1886,259,NULL
2055,1886,736,NULL
66,1887,563,887
66,1887,563,916
66,1887,563,895
66,1887,563,885
66,1887,563,901
66,1887,563,897
66,1887,563,892
66,1887,563,889
66,1888,544,889
66,1888,544,885
66,1888,544,934
66,1888,544,928
66,1888,544,923
66,1888,544,902
66,1888,544,895
876,1888,100,NULL
1050,1888,765,NULL
1087,1888,363,NULL
1395,1888,153,NULL
1622,1888,365,10117
1650,1888,805,181
1650,1888,805,275
1650,1888,805,79
1708,1888,383,NULL
1711,1888,2187,6450
1847,1888,4,NULL
1883,1888,816,NULL
1962,1888,312,NULL
2051,1888,1,NULL
2080,1888,496,NULL
2090,1888,699,NULL
66,1889,476,916
66,1889,476,885
66,1889,476,887
66,1889,476,889
66,1889,476,896
66,1889,476,897
66,1889,476,918
91,1889,602,NULL
102,1889,813,NULL
155,1889,1947,NULL
430,1889,187,NULL
468,1889,754,25
559,1889,18,NULL
656,1889,24,4711
1010,1889,4,NULL
1327,1889,15,8598
1327,1889,15,4103
1327,1889,15,4972
1327,1889,15,8574
1327,1889,15,8575
1327,1889,15,8576
1327,1889,15,8577
1327,1889,15,8578
1327,1889,15,8579
1327,1889,15,8580
1327,1889,15,8581
1327,1889,15,8582
1327,1889,15,8583
1327,1889,15,8584
1327,1889,15,8585
1327,1889,15,8587
1327,1889,15,8588
1327,1889,15,8590
1327,1889,15,8592
1327,1889,15,8593
1327,1889,15,8594
1327,1889,15,8595
1327,1889,15,8596
1327,1889,15,8599
1327,1889,15,8602
1327,1889,15,8606
1327,1889,15,8607
1327,1889,15,8608
1327,1889,15,8611
1327,1889,15,8613
1327,1889,15,8615
1327,1889,15,8616
1620,1889,305,NULL
1660,1889,143,NULL
1859,1889,1,NULL
66,1890,438,897
66,1890,438,918
66,1890,438,892
66,1890,438,889
66,1890,438,887
66,1890,438,899
73,1890,428,964
73,1890,428,960
73,1890,428,959
73,1890,428,958
73,1890,428,957
73,1890,428,956
73,1890,428,967
73,1890,428,970
73,1890,428,969
73,1890,428,968
73,1890,428,965
73,1890,428,962
91,1890,3430,NULL
430,1890,196,NULL
446,1890,1361,NULL
480,1890,182,NULL
1244,1890,295,NULL
1541,1890,25,24
1541,1890,25,17
1541,1890,25,16
1541,1890,25,19
1929,1890,1126,17
1929,1890,1126,16
1942,1890,4574,NULL
66,1891,430,889
66,1891,430,891
66,1891,430,892
66,1891,430,895
66,1891,430,896
66,1891,430,899
66,1891,430,907
66,1891,430,919
66,1891,430,922
66,1891,430,885
187,1891,241,NULL
224,1891,142,NULL
423,1891,79,709
423,1891,79,61
423,1891,79,1048
423,1891,79,3422
480,1891,254,18
699,1891,297,NULL
761,1891,390,79
761,1891,390,74
761,1891,390,16
761,1891,390,352
1029,1891,178,850
1029,1891,178,16
1029,1891,178,6816
1029,1891,178,6819
1029,1891,178,1097
1029,1891,178,6796
1029,1891,178,1424
1029,1891,178,6794
1029,1891,178,5083
1029,1891,178,4397
1038,1891,207,NULL
1327,1891,21,NULL
2052,1891,906,NULL
66,1892,384,899
66,1892,384,891
66,1892,384,916
66,1892,384,889
66,1892,384,885
66,1892,384,895
66,1892,384,907
117,1892,477,16
117,1892,477,824
263,1892,313,NULL
266,1892,53,NULL
275,1892,24,NULL
428,1892,3106,NULL
446,1892,1369,NULL
499,1892,1,NULL
540,1892,1570,NULL
683,1892,356,NULL
699,1892,282,16
801,1892,5,NULL
835,1892,37,NULL
904,1892,38,NULL
959,1892,167,NULL
963,1892,94,NULL
1010,1892,3,NULL
1029,1892,185,508
1038,1892,237,79
1038,1892,237,6868
1038,1892,237,39
1038,1892,237,26
1038,1892,237,6862
1074,1892,228,25
1163,1892,5,NULL
1210,1892,2029,16
1210,1892,2029,25
1210,1892,2029,24
1210,1892,2029,17
1210,1892,2029,74
1210,1892,2029,73
1234,1892,265,121
1234,1892,265,25
1234,1892,265,24
1234,1892,265,8015
1234,1892,265,512
1234,1892,265,395
1234,1892,265,195
1234,1892,265,56
1327,1892,13,8602
1327,1892,13,8576
1327,1892,13,8597
1327,1892,13,8598
1327,1892,13,8610
1327,1892,13,8603
1327,1892,13,8590
1427,1892,325,NULL
1454,1892,180,25
1454,1892,180,352
1454,1892,180,121
1454,1892,180,16
1454,1892,180,395
1454,1892,180,74
1505,1892,288,NULL
1514,1892,196,NULL
1595,1892,133,NULL
1641,1892,246,NULL
1798,1892,19,NULL
2052,1892,1530,NULL
2075,1892,130,NULL
2083,1892,20,NULL
66,1893,377,917
66,1893,377,902
66,1893,377,908
66,1893,377,919
66,1893,377,899
66,1893,377,896
66,1893,377,889
66,1893,377,887
66,1893,377,885
177,1893,378,NULL
359,1893,1046,NULL
463,1893,11,NULL
683,1893,774,25
683,1893,774,16
1211,1893,106,NULL
2052,1893,1807,NULL
2080,1893,1627,NULL
66,1894,347,889
66,1894,347,887
66,1894,347,916
66,1894,347,885
66,1894,347,899
66,1894,347,897
66,1895,343,889
66,1895,343,892
66,1895,343,895
66,1895,343,896
66,1895,343,900
66,1895,343,908
66,1895,343,922
73,1895,215,NULL
275,1895,21,NULL
290,1895,5,NULL
480,1895,137,17
480,1895,137,3804
480,1895,137,395
480,1895,137,191
540,1895,1815,NULL
565,1895,52,NULL
658,1895,165,74
658,1895,165,16
683,1895,2312,4877
683,1895,2312,25
683,1895,2312,395
683,1895,2312,2700
683,1895,2312,4861
683,1895,2312,4864
683,1895,2312,4866
683,1895,2312,4870
791,1895,13,NULL
959,1895,132,NULL
1010,1895,3,NULL
1038,1895,273,NULL
1595,1895,348,6855
66,1896,337,902
66,1896,337,928
66,1896,337,885
66,1896,337,889
66,1896,337,895
66,1896,337,896
1622,1896,253,NULL
66,1897,324,907
66,1897,324,899
66,1897,324,891
66,1897,324,889
66,1897,324,895
66,1897,324,916
359,1897,331,NULL
480,1897,206,16
480,1897,206,14
480,1897,206,18
480,1897,206,23
480,1897,206,74
683,1897,1944,395
683,1897,1944,25
683,1897,1944,4865
683,1897,1944,4872
683,1897,1944,2700
683,1897,1944,4862
714,1897,115,395
714,1897,115,16
714,1897,115,25
959,1897,181,395
1038,1897,778,6863
1038,1897,778,352
1038,1897,778,26
1038,1897,778,6873
1038,1897,778,79
1038,1897,778,191
1038,1897,778,210
1038,1897,778,6860
1038,1897,778,14
1038,1897,778,18
1038,1897,778,396
1038,1897,778,424
1463,1897,172,309
1463,1897,172,9425
1595,1897,573,NULL
1618,1897,108,10096
1618,1897,108,10100
1618,1897,108,10101
1835,1897,49,18
1835,1897,49,25
1835,1897,49,16
66,1898,320,891
66,1898,320,922
66,1898,320,902
66,1898,320,887
66,1898,320,899
66,1898,320,896
66,1898,320,895
66,1898,320,892
66,1898,320,889
66,1899,313,897
66,1899,313,889
66,1899,313,895
699,1899,279,16
1209,1899,43,17
1542,1899,377,NULL
1958,1899,34,25
66,1900,303,889
66,1900,303,917
66,1900,303,916
66,1900,303,899
779,1900,169,16
779,1900,169,17
779,1900,169,18
779,1900,169,25
1154,1900,737,NULL
1514,1900,249,25
1618,1900,176,NULL
2083,1900,13,NULL
66,1901,265,923
66,1901,265,889
66,1901,265,897
66,1901,265,918
102,1901,3794,1223
178,1901,651,NULL
217,1901,230,2145
217,1901,230,2142
217,1901,230,2147
250,1901,257,NULL
364,1901,583,NULL
492,1901,350,2166
492,1901,350,33
934,1901,296,NULL
1187,1901,147,NULL
1199,1901,467,NULL
1654,1901,282,NULL
2004,1901,84,NULL
66,1902,255,885
66,1902,255,887
66,1902,255,922
66,1902,255,892
66,1902,255,908
66,1902,255,934
66,1902,255,897
66,1902,255,919
66,1902,255,896
66,1902,255,895
76,1904,808,NULL
110,1904,841,NULL
146,1904,1937,NULL
227,1904,9945,145
227,1904,9945,2221
227,1904,9945,2222
227,1904,9945,164
227,1904,9945,24
227,1904,9945,2220
227,1904,9945,996
657,1904,996,NULL
743,1904,2158,996
743,1904,2158,315
743,1904,2158,5219
882,1904,343,NULL
900,1904,541,NULL
998,1904,43001,NULL
1385,1904,1117,NULL
1445,1904,869,NULL
1462,1904,231,NULL
1540,1904,387,NULL
2065,1904,1082,NULL
308,1905,1074,NULL
347,1905,642,NULL
355,1905,202,NULL
466,1905,134,NULL
509,1905,177,NULL
